Rawfilenumber	Sample	Protease	run	replicate
EH9741	blank	Ct+Tryp	run4	NA
EH9742	54	Ct+Tryp	run4	1
EH9743	54	Ct+Tryp	run4	2
EH9744	54	Ct+Tryp	run4	3
EH9745	blank	Ct+Tryp	run4	NA
EH9746	blank	Ct+Tryp	run4	NA
EH9747	blank	Ct+Tryp	run4	NA
EH9748	55	Ct+Tryp	run4	1
EH9749	55	Ct+Tryp	run4	2
EH9750	55	Ct+Tryp	run4	3
EH9751	56	Ct+Tryp	run4	1
EH9752	56	Ct+Tryp	run4	2
EH9753	56	Ct+Tryp	run4	3
EH9754	57	Ct+Tryp	run4	1
EH9755	57	Ct+Tryp	run4	2
EH9756	57	Ct+Tryp	run4	3
EH9757	58	Ct+Tryp	run4	1
EH9758	58	Ct+Tryp	run4	2
EH9759	58	Ct+Tryp	run4	3
EH9760	blank	Ct+Tryp	run4	NA
EH9761	blank	Ct+Tryp	run4	NA
EH9762	blank	Ct+Tryp	run4	NA
EH9763	59	Ct+Tryp	run4	1
EH9764	59	Ct+Tryp	run4	2
EH9765	59	Ct+Tryp	run4	3
EH9766	blank	Ct+Tryp	run4	NA
EH9767	blank	Ct+Tryp	run4	NA
EH9768	blank	Ct+Tryp	run4	NA
EH9769	blank	Ct+Tryp	run4	NA
EH9770	blank	Ct+Tryp	run4	NA
EH9771	blank	Ct+Tryp	run4	NA
EH9772	60	Ct+Tryp	run4	1
EH9773	60	Ct+Tryp	run4	2
EH9774	60	Ct+Tryp	run4	3
EH9775	blank	Ct+Tryp	run4	NA
EH9776	blank	Ct+Tryp	run4	NA
EH9777	blank	Ct+Tryp	run4	NA
EH9778	61	Ct+Tryp	run4	1
EH9779	61	Ct+Tryp	run4	2
EH9780	61	Ct+Tryp	run4	3
EH9781	blank	Ct+Tryp	run4	NA
EH9782	blank	Ct+Tryp	run4	NA
EH9783	blank	Ct+Tryp	run4	NA
EH9784	62	Ct+Tryp	run4	1
EH9785	62	Ct+Tryp	run4	2
EH9786	62	Ct+Tryp	run4	3
EH9787	blank	Ct+Tryp	run4	NA
EH9788	blank	Ct+Tryp	run4	NA
EH9789	blank	Ct+Tryp	run4	NA
EH9790	63	Ct+Tryp	run4	1
EH9791	63	Ct+Tryp	run4	2
EH9792	63	Ct+Tryp	run4	3
EH9793	blank	Ct+Tryp	run4	NA
EH9794	blank	Ct+Tryp	run4	NA
EH9795	blank	Ct+Tryp	run4	NA
EH9796	64	Ct+Tryp	run4	1
EH9797	64	Ct+Tryp	run4	2
EH9798	64	Ct+Tryp	run4	3
EH9799	blank	Ct+Tryp	run4	NA
EH9800	blank	Ct+Tryp	run4	NA
EH9801	blank	Ct+Tryp	run4	NA
EH9802	65	Ct+Tryp	run4	1
EH9803	65	Ct+Tryp	run4	2
EH9804	65	Ct+Tryp	run4	3
EH9805	blank	Ct+Tryp	run4	NA
EH9806	blank	Ct+Tryp	run4	NA
EH9807	blank	Ct+Tryp	run4	NA
EH9808	66	Ct+Tryp	run4	1
EH9809	66	Ct+Tryp	run4	2
EH9810	66	Ct+Tryp	run4	3
EH9811	blank	Ct+Tryp	run4	NA
EH9812	blank	Ct+Tryp	run4	NA
EH9813	blank	Ct+Tryp	run4	NA
EH9814	67	Ct+Tryp	run4	1
EH9815	67	Ct+Tryp	run4	2
EH9816	67	Ct+Tryp	run4	3
EH9817	68	Ct+Tryp	run4	1
EH9818	68	Ct+Tryp	run4	2
EH9819	68	Ct+Tryp	run4	3
EH9820	blank	Ct+Tryp	run4	NA
EH9821	blank	Ct+Tryp	run4	NA
EH9822	blank	Ct+Tryp	run4	NA
EH9823	69	Ct+Tryp	run4	1
EH9824	69	Ct+Tryp	run4	2
EH9825	69	Ct+Tryp	run4	3
EH9826	blank	Ct+Tryp	run4	NA
EH9827	blank	Ct+Tryp	run4	NA
EH9828	blank	Ct+Tryp	run4	NA
EH9829	70	Ct+Tryp	run4	1
EH9830	70	Ct+Tryp	run4	2
EH9831	70	Ct+Tryp	run4	3
